,review,prediction
663,"['ok', 'begin', 'realistically', 'star', 'review', 'usually', 'give', 'enough', 'detail', 'love', 'headphone', 'super', 'loud', 'always', 'volume', 'way', 'normally', 'cause', 'distortion', 'make', 'sound', 'like', 'bad', 'signal', 'radio', 'no', 'matter', 'volume', 'sound', 'quality', 'still', 'phenomenal', 'material', 'ear', 'cuff', 'freaking', 'comfortable', 'actually', 'look', 'good', 'think', 'would', 'sleek', 'stylish', 'picture', 'showed', 'really', 'nice', 'although', 'giving', 'star', 'reason', 'others', 'might', 'not', 'noticed', 'bothered', 'button', 'cheap', 'feeling', 'not', 'sure', 'explain', 'feel', 'funny', 'way', 'control', 'one', 'make', 'little', 'complicated', 'use', 'affect', 'use', 'phone', 'navigating', 'music', 'volume', 'control', 'still', 'work', 'also', 'since', 'blare', 'music', 'loud', 'possible', 'anyways', 'last', 'one', 'bother', 'maximum', 'volume', 'low', 'key', 'turn', 'headphone', 'speaker', 'like', 'others', 'might', 'see', 'inconvenient', 'attachment', 'storage', 'bag', 'nice', 'appreciate', 'option', 'bluetooth', 'wired', 'pleased', 'came', 'fully', 'charged', 'happy', 'purchase', 'would', 'buy']",2
721,"['good', 'processor', 'price']",2
726,['good'],2
754,"['upgraded', 'macbook', 'pro', 'model', 'could', 'not', 'happier', 'overall', 'lightness', 'well', 'feeling', 'keyboard', 'typing', 'never', 'easier']",2
891,"['game', 'changer', 'love']",2
899,"['ceiling', 'garage', 'high', 'distance', 'sensor', 'foot']",2
917,"['thing', 'super', 'heavy', 'light', 'material', 'solid', 'manfrotto', 'tripod', 'use', 'regularly', 'thing', 'little', 'guy', 'feature', 'wish', 'crank', 'center', 'shaft', 'great', 'handle', 'awesome', 'little', 'deal', 'secure', 'leg', 'amazing', 'cap', 'bottom', 'leg', 'super', 'secure', 'lost', 'one', 'back', 'car', 'tow']",2
933,"['exactly', 'described', 'work', 'device']",2
950,"['owned', 'tripod', 'life', 'one', 'truly', 'great', 'find', 'basic', 'model', 'amateur', 'even', 'nice', 'cheapy', 'professional', 'go', 'place', 'want', 'expensive', 'tripod', 'go', 'easy', 'use', 'sturdy', 'enough', 'even', 'expensive', 'cannon', 'truly', 'good', 'deal']",2
1057,"['bud', 'no', 'joke', 'blown', 'away', 'sound', 'bass', 'really', 'rich', 'clear', 'treble', 'could', 'increased', 'little', 'minor', 'compared', 'sound', 'thing', 'pump', 'battery', 'life', 'sufficient', 'especially', 'case', 'backup', 'charger']",2
1099,"['love', 'super', 'convenient', 'need', 'let', 'someone', 'home', 'waiting', 'could', 'work', 'simply', 'unlock', 'lock', 'door', 'leave', 'absolutely', 'love']",2
1123,"['work', 'perfectly', 'no', 'issue', 'absolute', 'must']",2
1189,"['computer', 'well', 'built', 'amazing', 'performance', 'rate', 'product', 'anything', 'star', 'gpu', 'stopped', 'working', 'day', 'disappointed', 'one', 'unlucky', 'customer', 'got', 'defective', 'product', 'otherwise', 'rated', 'star', 'please', 'make', 'sure', 'properly', 'thoroughly', 'test', 'product', 'sending', 'costumer']",2
1214,"['purchased', 'product', 'often', 'left', 'home', 'wondering', 'forgot', 'close', 'garage', 'even', 'though', 'almost', 'always', 'wanted', 'way', 'check', 'close', 'garage', 'remotely', 'smart', 'garage', 'hub', 'extremely', 'simple', 'install', 'little', 'creative', 'making', 'sure', 'power', 'see', 'picture', 'short', 'extension', 'cord', 'feed', 'opener', 'myq', 'hub', 'otherwise', 'easy', 'hanging', 'picture', 'myq', 'app', 'step', 'process', 'adding', 'wifi', 'pairing', 'garage', 'door', 'sensor', 'pairing', 'garage', 'chose', 'brand', 'others', 'like']",2
1254,"['cable', 'nicely', 'flexible', 'signal', 'loss', 'not', 'noticeable', 'good', 'cable']",2
1325,"['dried', 'quickly']",2
1390,"['great', 'little', 'speaker', 'sound', 'really', 'good', 'pretty', 'loud', 'want', 'con', 'battery', 'seem', 'last', 'long', 'maybe', 'couple', 'hour', 'work', 'plugged', 'not', 'big', 'deal']",2
1459,"['foot', 'hdmi', 'cable', 'good', 'size', 'not', 'long', 'not', 'short', 'used', 'plug', 'mac', 'big', 'screen', 'tv', 'no', 'issue', 'cable', 'flexible', 'yet', 'durable', 'easy', 'travel', 'since', 'lot']",2
1497,"['daily', 'use']",2
1503,"['price', 'gouging', 'pandemic', 'not', 'good', 'look']",2
1570,"['worked', 'perfectly', 'tcl', 'roku', 'tv', 'mounted', 'fireplace', 'stud', 'one', 'inch', 'left', 'center', 'two', 'stud', 'center', 'house', 'course', 'fortunately', 'tv', 'weighed', 'le', 'pound', 'plus', 'one', 'stud', 'plenty', 'heck', 'put', 'two', 'half', 'decent', 'drywall', 'anchor', 'opposite', 'stud', 'side', 'completely', 'unnecessary', 'made', 'feel', 'better']",2
1615,"['cheaply', 'made', 'broken', 'day', 'bought', 'putting', 'together']",2
1680,"['quick', 'delivery', 'nice', 'way', 'stock', 'next', 'set', 'class']",2
1734,"['really', 'good', 'headset', 'price', 'personally', 'like', 'purchase', 'expensive', 'headset', 'exact', 'thing', 'volume', 'level', 'could', 'get', 'little', 'higher', 'issue']",2
1790,"['get', 'new', 'one', 'every', 'six', 'month', 'seems', 'norm', 'cable', 'also', 'plugged', 'phone', 'make', 'touch', 'id', 'not', 'work', 'otherwise', 'work', 'fine', 'length', 'great', 'couch', 'bed', 'etc']",2
1818,"['let', 'son', 'open', 'gift', 'birthday', 'say', 'good', 'far']",2
1826,"['well', 'work', 'far']",2
1846,"['screen', 'protector', 'not', 'good', 'quality', 'phone', 'fell', 'floor', 'half', 'foot', 'protector', 'broke', 'better', 'buy', 'one', 'expensive', 'higher', 'quality']",2
1897,"['big', 'jump', 'fx', 'performs', 'really', 'well', 'seen', 'massive', 'performance', 'increase', 'game', 'video', 'editing']",2
1924,"['grandson', 'say', 'clear', 'old', 'pair', 'boise', 'like', 'lot']",2
1928,"['expected', 'moderate', 'kind', 'flimsy', 'price', 'solid', 'capable', 'getting', 'extremely', 'bright', 'perfect', 'filming', 'thing', 'slow', 'motion', 'light', 'need', 'even', 'happy', 'product', 'di', 'attached', 'vid', 'using', 'slowmo', 'osmo', 'pocket', 'bearable', 'normal', 'lighting', 'see', 'adding', 'beauty', 'ring', 'made', 'much', 'better']",2
1937,"['first', 'used', 'item', 'noticed', 'problem', 'charging', 'case', 'bud', 'contact', 'customer', 'support', 'manufacturer', 'quickly', 'made', 'thing', 'right', 'sending', 'replacement', 'unable', 'write', 'fair', 'review', 'bud', 'defective', 'recieved', 'new', 'bud', 'case', 'charge', 'really', 'quickly', 'also', 'charge', 'bud', 'quickly', 'well', 'sound', 'quality', 'amazing', 'small', 'bud', 'bass', 'quality', 'surprising', 'well', 'satisfied', 'purchase', 'glad', 'got', 'exchange', 'instead', 'refund']",2
2000,"['returning', 'know', 'shiny', 'high', 'end', 'looking', 'finish', 'smudge', 'magnet', 'surface', 'seems', 'absorb', 'oil', 'contact', 'may', 'dull', 'finish', 'time', 'need', 'manually', 'switch', 'connection', 'device']",2
2052,"['done', 'previous', 'review', 'camera', 'received', 'not', 'great', 'no', 'sound', 'worked', 'photo', 'camera', 'gotten', 'replacement', 'camera', 'work', 'amazing', 'picture', 'excellent', 'quality', 'video', 'look', 'great', 'actually', 'sound', 'pleased', 'product']",2
2058,"['bought', 'kid', 'use', 'school', 'needed', 'microphone', 'headset', 'specifically', 'price', 'great', 'kid', 'loved', 'light', 'far', 'one', 'week', 'work', 'great']",2
2089,"['thank', 'apple', 'done', 'clear', 'sound', 'comfortable', 'noise', 'cancellation', 'fantastic']",2
2117,"['live', 'north', 'suburb', 'atlanta', 'major', 'network', 'antenna', 'mile', 'house', 'inchlg', 'oled', 'tv', 'connected', 'external', 'amplifier', 'usb', 'power', 'cable', 'back', 'tv', 'connection', 'simple']",2
2181,"['bose', 'best', 'speaker']",2
2305,"['easy', 'use', 'quick', 'charging', 'nice', 'looking', 'great', 'product']",2
2306,"['product', 'simple', 'setup', 'myq', 'app', 'step', 'step', 'setup', 'however', 'no', 'instruction', 'adding', 'homekit', 'support', 'send', 'email', 'apple', 'step', 'add', 'accessory', 'no', 'homekit', 'code', 'device', 'box', 'app', 'not', 'allow', 'push', 'added', 'device', 'homekit', 'required', 'without', 'code', 'device', 'box', 'device', 'disappointed', 'actually', 'support', 'homekit', 'app', 'apple', 'device', 'not', 'compatible', 'not', 'work', 'purchased', 'would', 'give', 'star']",2
2314,"['hesitated', 'bit', 'purchasing', 'pack', 'cable', 'cheap', 'price', 'labeled', 'amazonbasic', 'quality', 'quite', 'amazed', 'slowly', 'replacing', 'non', 'braided', 'cable', 'new', 'one', 'still', 'working', 'well']",2
2348,"['screw', 'headline']",2
2355,"['installation', 'antenna', 'easy', 'quality', 'tv', 'reception', 'much', 'better', 'could', 'imagined', 'also', 'cable', 'easily', 'hidden', 'little', 'clutter', 'thank']",2
2364,"['good', 'protection', 'last', 'long']",2
2405,"['love', 'perfect', 'extra', 'light', 'hold', 'camera']",2
2541,"['different', 'tv', 'manufacture', 'would', 'sync', 'remote', 'would', 'use', 'amazon', 'remote', 'turn', 'projector', 'control', 'volume', 'ect', 'optoma', 'not', 'one', 'lot', 'like', 'amazon', 'fire', 'tv', 'notice', 'huge', 'improvement', 'degradation', 'quality', 'second', 'gen', 'fire', 'tv', 'exactly', 'hoping', 'wish', 'worked', 'better', 'projector']",2
2571,"['gave', 'friend', 'love', 'brand', 'still', 'working', 'fine']",2
2651,"['bought', 'local', 'storage', 'roku', 'recently', 'complained', 'needing', 'storage', 'space', 'improve', 'app', 'performance', 'always', 'use', 'chip', 'another', 'device', 'roku', 'give', 'last', 'dying', 'breath', 'samsung', 'reliably', 'made', 'product', 'expect', 'exercise', 'warranty', 'beat', 'price']",2
2701,"['easy', 'install', 'use', 'great', 'sound']",2
2730,"['compatible', 'dash', 'cam', 'great', 'storage', 'capacity']",2
2770,['liked'],2
2792,"['wonderful', 'bought', 'another', 'set', 'office', 'one', 'day', 'trying', 'wear', 'headphone', 'video', 'conferencing', 'usually', 'find', 'start', 'hurt', 'ear', 'le', 'hour', 'feel', 'heavy', 'awkward', 'perfectly', 'comfortable', 'sound', 'quality', 'great']",2
2841,"['using', 'split', 'joy', 'con', 'playing', 'breath', 'wild', 'pretty', 'satisfied', 'within', 'minute', 'using', 'pro', 'controller', 'highly', 'impressed', 'motion', 'control', 'accurate', 'thumbsticks', 'feel', 'great', 'high', 'accuracy', 'battery', 'life', 'amazing', 'well', 'go', 'week', 'charge', 'controller', 'use', 'quite', 'often']",2
2858,"['good', 'sound', 'quality', 'fit', 'tight', 'ear', 'reducing', 'exterior', 'noise', 'battery', 'lasted', 'least', 'hour', 'straight', 'listening', 'music', 'not', 'sure', 'long', 'would', 'lasted', 'negative', 'charging', 'samsung', 'pad', 'show', 'blinking', 'light', 'never', 'showed', 'done', 'charging', 'even', 'overnight', 'connected', 'supplied', 'cord', 'charged', 'quickly', 'light', 'lock']",2
2927,"['used', 'ton', 'excellent']",2
3085,"['thought', 'receiving', 'larger', 'size', 'not', 'aware', 'smaller', 'screen', 'otherwise', 'perfect', 'like', 'one']",2
3157,"['big', 'problem', 'no', 'matter', 'ear', 'tip', 'size', 'thing', 'fly', 'ear', 'sitting', 'drawer', 'expensive', 'backup', 'drawer']",2
3243,"['love', 'sister', 'much', 'expensive', 'wireless', 'charger', 'got', 'sprint', 'compared', 'one', 'say', 'charge', 'fast', 'easy', 'use', 'little', 'smaller', 'initially', 'expected', 'not', 'like', 'tiny', 'work', 'well', 'worry', 'anymore', 'iphone', 'charger', 'getting', 'turtle', 'neck', 'dying']",2
3343,"['good', 'quality', 'inexpensive', 'cable', 'work', 'well', 'need', 'like', 'multiple', 'pack', 'usually', 'keep', 'one', 'handy', 'backpack', 'case']",2
3380,"['large', 'hand', 'using', 'switch', 'provided', 'controller', 'cut', 'worked', 'great', 'fact', 'nfc', 'built', 'controller', 'make', 'thing', 'much', 'better', 'easier']",2
3403,['see'],2
3464,"['know', 'get', 'much', 'better', 'little', 'thing', 'really', 'nice', 'bass', 'tiny', 'unit', 'give', 'idea', 'size', 'standard', 'sticky', 'note', 'would', 'cover', 'end', 'design', 'nice', 'triangular', 'shape', 'make', 'easy', 'place', 'rubber', 'foot', 'help', 'stay', 'used', 'couple', 'round', 'golf', 'without', 'recharging', 'got', 'pretty', 'good', 'battery', 'life', 'recharge', 'port', 'standard', 'micro', 'usb', 'common', 'android', 'device', 'always', 'cable', 'around', 'charge', 'bluetooth', 'seamless', 'control', 'music', 'phone', 'straight', 'device', 'max', 'volume', 'produce', 'decibel', 'loud', 'enough', 'turn', 'talk', 'someone', 'next', 'not', 'loud', 'enough', 'hurt', 'ear']",2
3527,"['talk', 'engage', 'kid', 'anymore', 'ever', 'since', 'bought', 'game', 'changer', 'parent', 'sure', 'limit', 'kid', 'time', 'develop', 'hunch', 'back']",2
3561,"['bad', 'boy', 'charge', 'phone', 'nick', 'time', 'great', 'material', 'well', 'worth', 'price', 'highly', 'recommend', 'people', 'looking', 'quick', 'charge']",2
3571,"['pulled', 'one', 'leg', 'one', 'day', 'pulled', 'way', 'like', 'not', 'connected', 'anymore', 'lol', 'used', 'like', 'time', 'top', 'not', 'hard']",2
3588,"['work', 'better', 'joycons']",2
3606,"['happy', 'product', 'worth', 'every', 'penny']",2
3654,"['kid', 'like', 'controller', 'better', 'joy', 'con', 'controller']",2
3667,"['kit', 'good', 'bolt', 'however', 'dainty', 'snapped', 'one', 'bolt', 'head', 'pilot', 'hole', 'not', 'much', 'torque', 'lucky', 'got', 'random', 'bolt', 'box', 'extra', 'stud', 'lag', 'bolt']",2
3737,"['great', 'bang', 'buck', 'came', 'lot', 'extra', 'impressed', 'extra', 'battery', 'charging', 'cord', 'wish', 'came', 'memory', 'card', 'update', 'month', 'float', 'long', 'waterproof', 'case', 'picture', 'quality', 'not', 'amazing', 'got', 'year', 'old', 'fun', 'cannot', 'get', 'tohook', 'iphone', 'friend', 'able', 'get', 'hooked', 'battery', 'life', 'fairly', 'sufficient', 'definitely', 'nice', 'keep', 'extra', 'one', 'hand', 'charged']",2
3802,"['best', 'screen', 'saver', 'easiest', 'instal', 'wasted', 'lot', 'money', 'many', 'past', 'one', 'highly', 'recommend']",2
3804,"['earbuds', 'awesome', 'sound', 'quality', 'amazing', 'keep', 'charge', 'long', 'time', 'quickly', 'recharge', 'placing', 'rechargable', 'case', 'earbuds', 'magnet', 'secure', 'inside', 'case', 'customer', 'service', 'accommodating', 'responding', 'quickly', 'generously', 'inquiry', 'great', 'customer', 'service', 'product', 'definitely', 'recommend', 'anyone', 'wanting', 'high', 'quality', 'inexpensive', 'earbuds']",2
3821,"['received', 'boosted', 'hdtv', 'antenna', 'today', 'finished', 'installing', 'samsung', 'smart', 'tv', 'bedroom', 'hooked', 'roku', 'stick', 'another', 'boosted', 'indoor', 'antenna', 'guaranteed', 'bring', 'local', 'channel', 'mile', 'scanned', 'air', 'antenna', 'channel', 'received', 'four', 'crystal', 'clear', 'local', 'channel', 'disconnected', 'unit', 'hooked', 'must', 'usa', 'antenna', 'scanned', 'must', 'usa', 'antenna', 'immediately', 'locked', 'sixteen', 'crystal', 'clear', 'local', 'channel', 'happier', 'product', 'definitely', 'cut', 'cable', 'bill', 'local', 'channel', 'would', 'missed', 'thank', 'much', 'fine', 'product']",2
3864,"['received', 'code', 'immediately']",2
3865,"['boy', 'played', 'hour', 'day', 'since', 'receiving', 'friend', 'everyone', 'loved', 'playing']",2
3898,"['definitely', 'love', 'bright', 'color', 'switch', 'neon', 'pastel', 'shade', 'switch', 'extended', 'battery', 'life', 'efficient', 'cpu', 'comparing', 'switch', 'ip', 'panel', 'warmer', 'tint', 'whereas', 'much', 'brighter', 'though', 'color', 'value', 'vary', 'across', 'switch', 'joycons', 'matte', 'finish', 'coating', 'rather', 'glossy', 'feel', 'previous', 'joycons', 'color', 'match', 'well', 'dock', 'definitely', 'stand', 'tv', 'dock', 'bit', 'wider', 'compared', 'allowing', 'wiggle', 'room', 'prevent', 'switch', 'scratched', 'though', 'recommend', 'purchasing', 'glass', 'screen', 'protector', 'pattern', 'back', 'switch', 'definitely', 'give', 'animal', 'crossing', 'feel', 'showcasing', 'really', 'good', 'job', 'making', 'pattern', 'stand', 'compared', 'previous', 'special', 'edition', 'switch', 'overall', 'pretty', 'happy', 'new', 'switch', 'stand', 'longer', 'battery', 'life', 'definitely', 'well', 'used', 'switch', 'coming', 'month']",2
3903,"['happy', 'controller', 'left', 'thumbstick', 'started', 'sticking', 'position', 'playing', 'zelda', 'link', 'start', 'walking', 'backwards', 'touch', 'controller', 'cooking', 'throw', 'food', 'everywhere', 'except', 'pot', 'frog', 'lizard', 'happy', 'unfortunately', 'month', 'return', 'period', 'going', 'take', 'apart', 'see', 'find', 'problem', 'may', 'buy', 'extended', 'warranty', 'available']",2
3926,"['dislike', 'keyboard', 'pressing', 'key', 'feel', 'fluid', 'enter', 'key', 'weird', 'place', 'always', 'miss', 'experiencing', 'lot', 'typo', 'using', 'keyboard', 'keyboard', 'get', 'one', 'star', 'look', 'another', 'mouse', 'decent', 'another', 'thing', 'particularly', 'like', 'light', 'show', 'thats', 'key', 'illuminate', 'cant', 'type', 'dark', 'bother', 'light', 'look', 'cool']",2
3951,"['good', 'product']",2
3957,"['excellent', 'headphone', 'price', 'point', 'good', 'sound', 'quality', 'purposely', 'looking', 'price', 'point', 'specific', 'feature', 'noise', 'canceling', 'ability', 'listen', 'via', 'wired', 'headphone', 'jack', 'phone', 'hifi', 'quad', 'dac', 'built', 'listening', 'via', 'corded', 'headphone', 'jack', 'phenomenal', 'not', 'realize', 'headphone', 'turned', 'meaning', 'bluetooth', 'radio', 'headphone', 'always', 'even', 'though', 'not', 'connected', 'via', 'bluetooth', 'rather', 'wired', 'jack', 'thing', 'not', 'realize', 'cannot', 'control', 'music', 'player', 'via', 'headphone', 'button', 'listening', 'via', 'wired', 'jack', 'even', 'though', 'headphone', 'turned', 'player', 'control', 'work', 'connected', 'via', 'bluetooth', 'not', 'wire', 'not', 'deal', 'breaker', 'however']",2
3975,"['super', 'easy', 'install', 'video', 'included', 'app', 'helpful', 'reason', 'not', 'giving', 'star', 'unit', 'occasionally', 'loses', 'connectivity', 'network', 'even', 'though', 'router', 'garage', 'could', 'network', 'not', 'device', 'cool', 'solution', 'work', 'anywhere']",2
4007,"['excellent', 'purchase']",2
4068,"['not', 'worth', 'long', 'except', 'charge', 'slow', 'didnot', 'last', 'long']",2
4071,"['expected', 'sound', 'bass', 'better', 'okay', 'nothing', 'special']",2
4122,"['broke', 'month']",2
4146,"['pictured', 'work', 'great', 'great', 'value', 'nice', 'short', 'cord']",2
4151,"['received', 'hdtv', 'antenna', 'ordered', 'installed', 'yesterday', 'trying', 'cut', 'cable', 'year', 'since', 'moved', 'new', 'home', 'perfect', 'opportunity', 'get', 'local', 'channel', 'free', 'thank', 'love', 'new', 'hdtv', 'antenna']",2
4233,"['make', 'detailed', 'tutorial', 'video', 'posted', 'online', 'important', 'viewer', 'see', 'light', 'got', 'within', 'couple', 'day', 'packaging', 'great', 'everything', 'perfect', 'condition', 'quality', 'happy', 'purchase']",2
4292,"['ppl', 'dont', 'seem', 'know', 'redeem', 'code', 'sad', 'even', 'amazon', 'customer', 'service', 'dont', 'know', 'either', 'follow', 'step', 'slowly', 'wont', 'miss']",2
4327,"['bought', 'two', 'one', 'husband', 'great', 'price', 'arrived', 'time', 'described', 'sure', 'purchase', 'memory', 'card', 'separately', 'always', 'wanted', 'underwater', 'camera', 'glad', 'discovered']",2
4407,"['work', 'great', 'easy', 'set', 'easy', 'use']",2
4450,"['bought', 'daughter', 'cosmetologist', 'use', 'take', 'picture', 'client', 'sfo', 'hair', 'love']",2
4488,"['nice', 'gaming', 'keyboard']",2
4534,"['overall', 'happy', 'state', 'recently', 'passed', 'hand', 'phone', 'law', 'complicated', 'thing', 'need', 'phone', 'driving', 'love', 'able', 'control', 'amazon', 'music', 'phone', 'sometimes', 'repeat', 'twice', 'get', 'want', 'music', 'instead', 'confirming', 'playing', 'nothing', 'biggest', 'feature', 'love', 'skill', 'specifically', 'ability', 'use', 'skill', 'help', 'type', 'diabetes', 'management', 'caregiver', 'child', 'type', 'ask', 'alexa', 'using', 'skill', 'child', 'blood', 'sugar', 'respond', 'number', 'rate', 'change', 'not', 'taking', 'eye', 'road', 'use', 'vent', 'attachment', 'hold', 'securely', 'cord', 'management', 'alexa', 'holder', 'clever', 'cord', 'still', 'pop', 'occasionally', 'not', 'deal', 'breaker', 'annoying', 'time']",2
4625,"['easy', 'setup', 'work', 'perfectly']",2
4724,"['muy', 'buen', 'articulo']",2
4938,"['game', 'laptop', 'need', 'writing', 'general', 'internet', 'use', 'perfect', 'capacity', 'another', 'acer', 'screen', 'quality', 'model', 'huge', 'improvement', 'speak', 'longevity', 'yet', 'although', 'concern', 'acer', 'lasted', 'couple', 'year', 'not', 'particularly', 'hard', 'electronics', 'still', 'use', 'ipod', 'bought', 'never', 'broken', 'phone', 'model', 'also', 'much', 'slimmer', 'lighter', 'love', 'wish', 'version', 'graduated', 'lug', 'huge', 'one', 'class', 'especially', 'ended', 'taped', 'together', 'entire', 'semester', 'bar', 'exam', 'also', 'love', 'backlit', 'keyboard', 'use', 'lot', 'night', 'make', 'lot', 'easier', 'two', 'complaint', 'bottom', 'left', 'corner', 'mousepad', 'bit', 'soft', 'left', 'clicking', 'pretty', 'much', 'always', 'sound', 'full', 'volume', 'anything', 'listening', 'quiet', 'often', 'struggle', 'hear', 'quality', 'sound', 'good', 'though']",2
5003,"['received', 'wireless', 'ear', 'bud', 'christmas', 'like', 'one', 'size', 'fit', 'almost', 'hold', 'place', 'keep', 'not', 'water', 'proof', 'started', 'researching', 'wireless', 'ear', 'bud', 'internet', 'search', 'best', 'earbuds', 'list', 'best', 'ear', 'bud', 'popped', 'first', 'one', 'rated', 'tozo', 'price', 'listed', 'checked', 'remaining', 'list', 'found', 'remaining', 'listed', 'plus', 'read', 'review', 'started', 'low', 'review', 'worked', 'way', 'seemed', 'low', 'review', 'people', 'not', 'much', 'reading', 'short', 'manuel', 'impressed', 'manufacture', 'reaction', 'post', 'action', 'claimed', 'taken', 'addition', 'moved', 'star', 'rating', 'came', 'across', 'review', 'added', 'always', 'adding', 'star', 'not', 'taking', 'star', 'away', 'generally', 'responsiveness', 'company', 'addressing', 'issue', 'individual', 'ear', 'bud', 'assure', 'not', 'jogging', 'running', 'anything', 'test', 'bouncing', 'around', 'bud', 'ear', 'put', 'walked', 'around', 'shock', 'head', 'no', 'issue', 'fit', 'not', 'tried', 'additional', 'cushion', 'likely', 'say', 'happy', 'fit', 'cushion', 'already', 'mounted']",2
5056,"['never', 'use', 'tv', 'speaker', 'improved', 'audio', 'quality']",2
5085,"['great', 'paper']",2
5087,"['bought', 'listen', 'guitar', 'thru', 'bluetooth', 'headphone', 'lag', 'pluck', 'string', 'dont', 'hear', 'second', 'however', 'also', 'plugged', 'phone', 'worked', 'awesome', 'listening', 'music', 'triple', 'customer', 'service']",2
5120,"['excellent', 'product', 'quality', 'great', 'price', 'get', 'kit', 'amazing']",2
5150,"['ring', 'light', 'great', 'unfortunately', 'adjustable', 'level', 'function', 'malfunctioning', 'whenever', 'adjust', 'pole', 'stay', 'make', 'ring', 'light', 'useless', 'contacted', 'customer', 'service', 'never', 'heard', 'back', 'good', 'faith', 'recommend', 'product', 'spent', 'lot', 'money', 'not', 'working', 'bought', 'june', 'disappointing']",2
5186,"['use', 'receive', 'audio', 'non', 'bluetooth', 'av', 'receiver', 'work', 'great', 'paired', 'headphone', 'turn', 'headphone', 'connects', 'set', 'one', 'time', 'pairing', 'need', 'work', 'perfectly', 'every', 'time', 'rechargeable', 'battery', 'plug', 'go', 'bed', 'ready', 'next', 'morning', 'wife', 'go', 'bed', 'device', 'listen', 'heart', 'content', 'not', 'disturb']",2
5231,['love'],2
